set,,name,number,unlimited,reverse,promo
Scarlet & Violet,Scarlet & Violet 63,Magnemite,63,2,2,0
Scarlet & Violet,Scarlet & Violet 64,Magneton,64,2,2,0
Scarlet & Violet,Scarlet & Violet 65,Magnezone ex,65,2,0,0
Scarlet & Violet,Scarlet & Violet 66,Mareep,66,2,2,0
Scarlet & Violet,Scarlet & Violet 68,Pachirisu,68,2,2,0
Scarlet & Violet,Scarlet & Violet 69,Rotom,69,1,2,0
Scarlet & Violet,Scarlet & Violet 70,Rotom,70,2,0,0
Scarlet & Violet,Scarlet & Violet 71,Toxel,71,2,2,0
Scarlet & Violet,Scarlet & Violet 72,Toxtricity,72,2,1,0
Scarlet & Violet,Scarlet & Violet 73,Pawmi,73,2,1,0
Scarlet & Violet,Scarlet & Violet 74,Pawmi,74,2,0,0
Scarlet & Violet,Scarlet & Violet 75,Pawmo,75,2,0,0
Scarlet & Violet,Scarlet & Violet 76,Pawmot,76,2,2,0
Scarlet & Violet,Scarlet & Violet 77,Wattrel,77,2,1,0
Scarlet & Violet,Scarlet & Violet 78,Wattrel,78,1,0,0
Scarlet & Violet,Scarlet & Violet 79,Kilowattrel,79,2,2,0
Scarlet & Violet,Scarlet & Violet 80,Miraidon,80,2,0,0
Scarlet & Violet,Scarlet & Violet 81,Miraidon ex,81,1,0,0
Scarlet & Violet,Scarlet & Violet 82,Drowzee,82,2,2,0
Scarlet & Violet,Scarlet & Violet 83,Hypno,83,2,1,0
Scarlet & Violet,Scarlet & Violet 84,Ralts,84,2,2,0
Scarlet & Violet,Scarlet & Violet 85,Kirlia,85,2,1,0
Scarlet & Violet,Scarlet & Violet 86,Gardevoir ex,86,2,0,0
Scarlet & Violet,Scarlet & Violet 87,Shuppet,87,2,1,0
Scarlet & Violet,Scarlet & Violet 88,Banette ex,88,1,0,0
Scarlet & Violet,Scarlet & Violet 89,Drifloon,89,2,1,0
Scarlet & Violet,Scarlet & Violet 90,Drifblim,90,2,1,0
Scarlet & Violet,Scarlet & Violet 91,Flab�b�,91,2,2,0
Scarlet & Violet,Scarlet & Violet 92,Floette,92,2,1,0
Scarlet & Violet,Scarlet & Violet 93,Florges,93,2,0,0
Scarlet & Violet,Scarlet & Violet 94,Dedenne,94,2,1,0
Scarlet & Violet,Scarlet & Violet 95,Dedenne,95,2,1,0
Scarlet & Violet,Scarlet & Violet 96,Klefki,96,2,0,0
Scarlet & Violet,Scarlet & Violet 97,Fidough,97,2,0,0
Scarlet & Violet,Scarlet & Violet 98,Fidough,98,2,1,0
Scarlet & Violet,Scarlet & Violet 99,Dachsbun,99,1,0,0
Scarlet & Violet,Scarlet & Violet 100,Flittle,100,2,0,0
Scarlet & Violet,Scarlet & Violet 101,Flittle,101,2,0,0
Scarlet & Violet,Scarlet & Violet 102,Flittle,102,2,2,0
Scarlet & Violet,Scarlet & Violet 103,Espathra,103,2,1,0
Scarlet & Violet,Scarlet & Violet 104,Greavard,104,2,2,0
Scarlet & Violet,Scarlet & Violet 105,Greavard,105,2,0,0
Scarlet & Violet,Scarlet & Violet 106,Houndstone,106,2,0,0
Scarlet & Violet,Scarlet & Violet 107,Mankey,107,2,2,0
Scarlet & Violet,Scarlet & Violet 108,Primeape,108,2,2,0
Scarlet & Violet,Scarlet & Violet 109,Annihilape,109,2,1,0
Scarlet & Violet,Scarlet & Violet 110,Meditite,110,2,2,0
Scarlet & Violet,Scarlet & Violet 111,Medicham,111,2,0,0
Scarlet & Violet,Scarlet & Violet 112,Riolu,112,2,1,0
Scarlet & Violet,Scarlet & Violet 113,Riolu,113,2,1,0
Scarlet & Violet,Scarlet & Violet 114,Lucario,114,2,2,0
Scarlet & Violet,Scarlet & Violet 115,Sandile,115,2,2,0
Scarlet & Violet,Scarlet & Violet 116,Krokorok,116,2,0,0
Scarlet & Violet,Scarlet & Violet 117,Krookodile,117,2,1,0
Scarlet & Violet,Scarlet & Violet 118,Hawlucha,118,2,0,0
Scarlet & Violet,Scarlet & Violet 119,Silicobra,119,2,2,0
Scarlet & Violet,Scarlet & Violet 120,Sandaconda,120,2,1,0
Scarlet & Violet,Scarlet & Violet 121,Stonjourner,121,2,2,0
Scarlet & Violet,Scarlet & Violet 122,Klawf,122,2,2,0
Scarlet & Violet,Scarlet & Violet 123,Great Tusk ex,123,1,0,0
Scarlet & Violet,Scarlet & Violet 124,Koraidon,124,1,1,0
Scarlet & Violet,Scarlet & Violet 126,Grimer,126,2,2,0
Scarlet & Violet,Scarlet & Violet 127,Muk,127,2,1,0
Scarlet & Violet,Scarlet & Violet 128,Seviper,128,2,1,0
Scarlet & Violet,Scarlet & Violet 129,Spiritomb,129,2,0,0
Scarlet & Violet,Scarlet & Violet 130,Croagunk,130,2,2,0
Scarlet & Violet,Scarlet & Violet 132,Pawniard,132,2,2,0
Scarlet & Violet,Scarlet & Violet 133,Bisharp,133,2,1,0
Scarlet & Violet,Scarlet & Violet 134,Kingambit,134,2,2,0
Scarlet & Violet,Scarlet & Violet 135,Maschiff,135,2,0,0
Scarlet & Violet,Scarlet & Violet 136,Maschiff,136,2,1,0
Scarlet & Violet,Scarlet & Violet 137,Mabosstiff,137,2,0,0
Scarlet & Violet,Scarlet & Violet 138,Bombirdier,138,2,0,0
Scarlet & Violet,Scarlet & Violet 139,Forretress,139,2,0,0
Scarlet & Violet,Scarlet & Violet 140,Varoom,140,2,2,0
Scarlet & Violet,Scarlet & Violet 141,Varoom,141,2,0,0
Scarlet & Violet,Scarlet & Violet 142,Revavroom,142,2,1,0
Scarlet & Violet,Scarlet & Violet 143,Iron Treads ex,143,1,0,0
Scarlet & Violet,Scarlet & Violet 144,Chansey,144,2,2,0
Scarlet & Violet,Scarlet & Violet 145,Blissey,145,2,0,0
Scarlet & Violet,Scarlet & Violet 146,Zangoose,146,2,0,0
Scarlet & Violet,Scarlet & Violet 147,Zangoose,147,2,1,0
Scarlet & Violet,Scarlet & Violet 148,Starly,148,2,1,0
Scarlet & Violet,Scarlet & Violet 149,Staravia,149,2,1,0
Scarlet & Violet,Scarlet & Violet 150,Staraptor,150,2,1,0
Scarlet & Violet,Scarlet & Violet 151,Skwovet,151,2,2,0
Scarlet & Violet,Scarlet & Violet 152,Greedent,152,2,0,0
Scarlet & Violet,Scarlet & Violet 153,Indeedee,153,2,1,0
Scarlet & Violet,Scarlet & Violet 154,Lechonk,154,2,1,0
Scarlet & Violet,Scarlet & Violet 155,Lechonk,155,2,0,0
Scarlet & Violet,Scarlet & Violet 156,Lechonk,156,2,0,0
Scarlet & Violet,Scarlet & Violet 157,Oinkologne,157,2,0,0
Scarlet & Violet,Scarlet & Violet 158,Oinkologne ex,158,2,0,0
Scarlet & Violet,Scarlet & Violet 159,Tandemaus,159,2,2,0
Scarlet & Violet,Scarlet & Violet 160,Tandemaus,160,2,2,0
Scarlet & Violet,Scarlet & Violet 161,Maushold,161,2,1,0
Scarlet & Violet,Scarlet & Violet 162,Squawkabilly,162,2,0,0
Scarlet & Violet,Scarlet & Violet 163,Cyclizar,163,2,1,0
Scarlet & Violet,Scarlet & Violet 164,Cyclizar,164,1,0,0
Scarlet & Violet,Scarlet & Violet 165,Flamigo,165,2,0,0
Scarlet & Violet,Scarlet & Violet 166,Arven,166,2,0,0
Scarlet & Violet,Scarlet & Violet 167,Beach Court,167,2,0,0
Scarlet & Violet,Scarlet & Violet 168,Crushing Hammer,168,2,0,0
Scarlet & Violet,Scarlet & Violet 169,Defiance Band,169,2,2,0
Scarlet & Violet,Scarlet & Violet 170,Electric Generator,170,2,1,0
Scarlet & Violet,Scarlet & Violet 171,Energy Retrieval,171,2,1,0
Scarlet & Violet,Scarlet & Violet 172,Energy Search,172,2,1,0
Scarlet & Violet,Scarlet & Violet 173,Energy Switch,173,2,1,0
Scarlet & Violet,Scarlet & Violet 174,Exp. Share,174,2,2,0
Scarlet & Violet,Scarlet & Violet 175,Jacq,175,2,0,0
Scarlet & Violet,Scarlet & Violet 176,Judge,176,2,0,0
Scarlet & Violet,Scarlet & Violet 177,Katy,177,2,2,0
Scarlet & Violet,Scarlet & Violet 178,Mesagoza,178,2,0,0
Scarlet & Violet,Scarlet & Violet 179,Miriam,179,2,1,0
Scarlet & Violet,Scarlet & Violet 180,Nemona,180,2,1,0
Scarlet & Violet,Scarlet & Violet 181,Nest Ball,181,13,0,0
Scarlet & Violet,Scarlet & Violet 182,Pal Pad,182,2,0,0
Scarlet & Violet,Scarlet & Violet 183,Penny,183,4,4,0
Scarlet & Violet,Scarlet & Violet 184,Picnic Basket,184,2,0,0
Scarlet & Violet,Scarlet & Violet 185,Pok� Ball,185,2,2,0
Scarlet & Violet,Scarlet & Violet 186,Pok�gear 3.0,186,4,0,0
Scarlet & Violet,Scarlet & Violet 187,Pok�mon Catcher,187,2,2,0
Scarlet & Violet,Scarlet & Violet 188,Potion,188,2,1,0
Scarlet & Violet,Scarlet & Violet 189,Professor's Research (Professor Sada),189,2,0,0
Scarlet & Violet,Scarlet & Violet 190,Professor's Research (Professor Turo),190,2,1,0
Scarlet & Violet,Scarlet & Violet 191,Rare Candy,191,2,2,0
Scarlet & Violet,Scarlet & Violet 192,Rock Chestplate,192,2,0,0
Scarlet & Violet,Scarlet & Violet 193,Rocky Helmet,193,2,1,0
Scarlet & Violet,Scarlet & Violet 194,Switch,194,2,2,0
Scarlet & Violet,Scarlet & Violet 195,Team Star Grunt,195,2,0,0
Scarlet & Violet,Scarlet & Violet 196,Ultra Ball,196,2,1,0
Scarlet & Violet,Scarlet & Violet 197,Vitality Band,197,2,1,0
Scarlet & Violet,Scarlet & Violet 198,Youngster,198,2,2,0
Scarlet & Violet,Scarlet & Violet 199,Tarountula,199,1,0,0
Scarlet & Violet,Scarlet & Violet 205,Clauncher,205,1,0,0
Scarlet & Violet,Scarlet & Violet 206,Wiglett,206,1,0,0
Scarlet & Violet,Scarlet & Violet 211,Ralts,211,2,0,0
Scarlet & Violet,Scarlet & Violet 212,Kirlia,212,1,0,0
Scarlet & Violet,Scarlet & Violet 216,Sandile,216,2,0,0
Scarlet & Violet,Scarlet & Violet 218,Mabosstiff,218,2,0,0
Scarlet & Violet,Scarlet & Violet 219,Bombirdier,219,1,0,0
Scarlet & Violet,Scarlet & Violet 226,Magnezone ex,226,1,0,0
Scarlet & Violet,Scarlet & Violet 228,Gardevoir ex,228,1,0,0
Scarlet & Violet,Scarlet & Violet 232,Toxicroak ex,232,1,0,0
Scarlet & Violet,Scarlet & Violet 234,Oinkologne ex,234,1,0,0
Scarlet & Violet,Scarlet & Violet 239,Penny,239,1,0,0
Scarlet & Violet,Scarlet & Violet 240,Professor's Research (Professor Sada),240,1,0,0
Scarlet & Violet,Scarlet & Violet 242,Team Star Grunt,242,1,0,0
Scarlet & Violet,Scarlet & Violet 247,Koraidon ex,247,1,0,0
Scarlet & Violet,Scarlet & Violet 250,Jacq,250,1,0,0
Scarlet & Violet,Scarlet & Violet 251,Miriam,251,2,0,0
Scarlet & Violet,Scarlet & Violet 253,Miraidon ex,253,1,0,0
Scarlet & Violet,Scarlet & Violet 255,Nest Ball,255,1,0,0
Scarlet & Violet,Scarlet & Violet 256,Rare Candy,256,1,0,0
Paldea Evolved,Paldea Evolved 1,Hoppip,1,2,1,0
Paldea Evolved,Paldea Evolved 2,Skiploom,2,2,0,0
Paldea Evolved,Paldea Evolved 3,Jumpluff,3,2,1,0
Paldea Evolved,Paldea Evolved 4,Pineco,4,2,1,0
Paldea Evolved,Paldea Evolved 5,Forretress ex,5,2,0,0
Paldea Evolved,Paldea Evolved 6,Heracross,6,2,0,0
Paldea Evolved,Paldea Evolved 7,Tropius,7,2,2,0
Paldea Evolved,Paldea Evolved 8,Combee,8,2,2,0
Paldea Evolved,Paldea Evolved 9,Vespiquen,9,2,1,0
Paldea Evolved,Paldea Evolved 10,Snover,10,2,0,0
Paldea Evolved,Paldea Evolved 11,Abomasnow,11,2,0,0
Paldea Evolved,Paldea Evolved 12,Sprigatito,12,2,2,0
Paldea Evolved,Paldea Evolved 13,Sprigatito,13,2,0,0
Paldea Evolved,Paldea Evolved 14,Floragato,14,2,0,0
Paldea Evolved,Paldea Evolved 15,Meowscarada ex,15,1,0,0
Paldea Evolved,Paldea Evolved 16,Tarountula,16,2,2,0
Paldea Evolved,Paldea Evolved 17,Tarountula,17,2,0,0
Paldea Evolved,Paldea Evolved 18,Spidops,18,2,1,0
Paldea Evolved,Paldea Evolved 19,Nymble,19,2,0,0
Paldea Evolved,Paldea Evolved 20,Nymble,20,2,0,0
Paldea Evolved,Paldea Evolved 21,Lokix,21,2,2,0
Paldea Evolved,Paldea Evolved 22,Bramblin,22,2,0,0
Paldea Evolved,Paldea Evolved 23,Bramblin,23,2,1,0
Paldea Evolved,Paldea Evolved 24,Brambleghast,24,2,1,0
Paldea Evolved,Paldea Evolved 25,Rellor,25,2,0,0
Paldea Evolved,Paldea Evolved 26,Rellor,26,2,0,0
Paldea Evolved,Paldea Evolved 27,Wo-Chien ex,27,1,0,0
Paldea Evolved,Paldea Evolved 28,Paldean Tauros,28,2,1,0
Paldea Evolved,Paldea Evolved 29,Fletchinder,29,2,2,0
Paldea Evolved,Paldea Evolved 30,Talonflame,30,2,1,0
Paldea Evolved,Paldea Evolved 31,Litleo,31,2,2,0
Paldea Evolved,Paldea Evolved 32,Pyroar,32,2,0,0
Paldea Evolved,Paldea Evolved 33,Oricorio,33,2,0,0
Paldea Evolved,Paldea Evolved 34,Fuecoco,34,2,1,0
Paldea Evolved,Paldea Evolved 35,Fuecoco,35,2,2,0
Paldea Evolved,Paldea Evolved 36,Crocalor,36,2,1,0
Paldea Evolved,Paldea Evolved 38,Charcadet,38,2,1,0
Paldea Evolved,Paldea Evolved 39,Charcadet,39,2,1,0
Paldea Evolved,Paldea Evolved 40,Chi-Yu ex,40,1,0,0
Paldea Evolved,Paldea Evolved 41,Paldean Tauros,41,1,0,0
Paldea Evolved,Paldea Evolved 42,Magikarp,42,2,2,0
Paldea Evolved,Paldea Evolved 43,Gyarados,43,2,1,0
Paldea Evolved,Paldea Evolved 44,Marill,44,2,2,0
Paldea Evolved,Paldea Evolved 45,Azumarill,45,2,1,0
Paldea Evolved,Paldea Evolved 46,Delibird,46,2,2,0
Paldea Evolved,Paldea Evolved 47,Luvdisc,47,2,1,0
Paldea Evolved,Paldea Evolved 48,Eiscue,48,2,1,0
Paldea Evolved,Paldea Evolved 49,Quaxly,49,2,0,0
Paldea Evolved,Paldea Evolved 50,Quaxly,50,2,2,0
Paldea Evolved,Paldea Evolved 51,Quaxwell,51,2,1,0
Paldea Evolved,Paldea Evolved 52,Quaquaval ex,52,1,0,0
Paldea Evolved,Paldea Evolved 53,Cetoddle,53,2,0,0
Paldea Evolved,Paldea Evolved 54,Cetoddle,54,2,1,0
Paldea Evolved,Paldea Evolved 55,Cetitan,55,2,1,0
Paldea Evolved,Paldea Evolved 56,Veluza,56,2,1,0
Paldea Evolved,Paldea Evolved 57,Frigibax,57,2,2,0
Paldea Evolved,Paldea Evolved 58,Frigibax,58,2,1,0
Paldea Evolved,Paldea Evolved 59,Arctibax,59,2,2,0
Paldea Evolved,Paldea Evolved 60,Baxcalibur,60,2,0,0
Paldea Evolved,Paldea Evolved 62,Pikachu,62,2,1,0
Paldea Evolved,Paldea Evolved 63,Pikachu ex,63,3,0,0
Paldea Evolved,Paldea Evolved 64,Raichu,64,2,0,0
Paldea Evolved,Paldea Evolved 65,Magnemite,65,2,1,0
Paldea Evolved,Paldea Evolved 66,Voltorb,66,2,1,0
Paldea Evolved,Paldea Evolved 67,Electrode,67,2,0,0
Paldea Evolved,Paldea Evolved 68,Shinx,68,2,2,0
Paldea Evolved,Paldea Evolved 69,Shinx,69,2,0,0
Paldea Evolved,Paldea Evolved 70,Luxio,70,2,0,0
Paldea Evolved,Paldea Evolved 71,Luxray,71,2,0,0
Paldea Evolved,Paldea Evolved 72,Pincurchin,72,2,2,0
Paldea Evolved,Paldea Evolved 73,Pincurchin,73,2,1,0
Paldea Evolved,Paldea Evolved 74,Pawmi,74,2,0,0
Paldea Evolved,Paldea Evolved 75,Pawmo,75,2,1,0
Paldea Evolved,Paldea Evolved 76,Pawmot,76,2,2,0
Paldea Evolved,Paldea Evolved 77,Tadbulb,77,2,0,0
Paldea Evolved,Paldea Evolved 78,Tadbulb,78,2,1,0
Paldea Evolved,Paldea Evolved 79,Bellibolt ex,79,1,0,0
Paldea Evolved,Paldea Evolved 80,Wattrel,80,2,0,0
Paldea Evolved,Paldea Evolved 81,Wattrel,81,2,1,0
Paldea Evolved,Paldea Evolved 82,Kilowattrel,82,1,2,0
Paldea Evolved,Paldea Evolved 83,Jigglypuff,83,2,0,0
Paldea Evolved,Paldea Evolved 84,Wigglytuff,84,1,1,0
Paldea Evolved,Paldea Evolved 85,Slowpoke,85,2,2,0
Paldea Evolved,Paldea Evolved 87,Misdreavus,87,2,2,0
Paldea Evolved,Paldea Evolved 88,Mismagius,88,2,0,0
Paldea Evolved,Paldea Evolved 89,Spiritomb,89,2,0,0
Paldea Evolved,Paldea Evolved 90,Gothita,90,2,2,0
Paldea Evolved,Paldea Evolved 91,Gothorita,91,2,2,0
Paldea Evolved,Paldea Evolved 92,Gothitelle,92,2,1,0
Paldea Evolved,Paldea Evolved 93,Dedenne ex,93,1,0,0
Paldea Evolved,Paldea Evolved 94,Oranguru,94,2,2,0
Paldea Evolved,Paldea Evolved 95,Sandygast,95,2,1,0
Paldea Evolved,Paldea Evolved 96,Palossand,96,2,1,0
Paldea Evolved,Paldea Evolved 97,Mimikyu,97,2,0,0
Paldea Evolved,Paldea Evolved 98,Ceruledge,98,2,0,0
Paldea Evolved,Paldea Evolved 99,Rabsca,99,2,0,0
Paldea Evolved,Paldea Evolved 100,Tinkatink,100,2,0,0
Paldea Evolved,Paldea Evolved 101,Tinkatink,101,2,0,0
Paldea Evolved,Paldea Evolved 102,Tinkatink,102,2,0,0
Paldea Evolved,Paldea Evolved 103,Tinkatuff,103,2,0,0
Paldea Evolved,Paldea Evolved 104,Tinkatuff,104,2,0,0
Paldea Evolved,Paldea Evolved 105,Tinkaton,105,2,1,0
Paldea Evolved,Paldea Evolved 106,Mankey,106,2,0,0
Paldea Evolved,Paldea Evolved 107,Primeape,107,2,0,0
Paldea Evolved,Paldea Evolved 108,Paldean Tauros,108,2,1,0
Paldea Evolved,Paldea Evolved 109,Sudowoodo,109,2,0,0
Paldea Evolved,Paldea Evolved 110,Larvitar,110,2,2,0
Paldea Evolved,Paldea Evolved 111,Pupitar,111,2,2,0
Paldea Evolved,Paldea Evolved 112,Makuhita,112,2,1,0
Paldea Evolved,Paldea Evolved 113,Hariyama,113,2,1,0
Paldea Evolved,Paldea Evolved 114,Croagunk,114,2,1,0
Paldea Evolved,Paldea Evolved 115,Toxicroak,115,2,0,0
Paldea Evolved,Paldea Evolved 116,Rockruff,116,2,2,0
Paldea Evolved,Paldea Evolved 117,Lycanroc ex,117,1,0,0
Paldea Evolved,Paldea Evolved 118,Passimian,118,2,0,0
Paldea Evolved,Paldea Evolved 119,Falinks,119,2,1,0
Paldea Evolved,Paldea Evolved 120,Nacli,120,2,1,0
Paldea Evolved,Paldea Evolved 121,Nacli,121,2,0,0
Paldea Evolved,Paldea Evolved 122,Naclstack,122,2,2,0
Paldea Evolved,Paldea Evolved 123,Garganacl,123,2,1,0
Paldea Evolved,Paldea Evolved 124,Glimmet,124,2,1,0
Paldea Evolved,Paldea Evolved 125,Glimmet,125,2,0,0
Paldea Evolved,Paldea Evolved 126,Glimmora,126,2,1,0
Paldea Evolved,Paldea Evolved 127,Ting-Lu ex,127,2,0,0
Paldea Evolved,Paldea Evolved 128,Paldean Wooper,128,2,1,0
Paldea Evolved,Paldea Evolved 129,Paldean Wooper,129,2,1,0
Paldea Evolved,Paldea Evolved 130,Paldean Clodsire ex,130,1,0,0
Paldea Evolved,Paldea Evolved 131,Murkrow,131,2,2,0
Paldea Evolved,Paldea Evolved 132,Honchkrow,132,2,2,0
Paldea Evolved,Paldea Evolved 133,Sneasel,133,2,1,0
Paldea Evolved,Paldea Evolved 134,Weavile,134,2,0,0
Paldea Evolved,Paldea Evolved 135,Tyranitar,135,2,2,0
Paldea Evolved,Paldea Evolved 136,Sableye,136,1,0,0
Paldea Evolved,Paldea Evolved 137,Seviper,137,2,0,0
Paldea Evolved,Paldea Evolved 138,Deino,138,2,0,0
Paldea Evolved,Paldea Evolved 139,Zweilous,139,2,0,0
Paldea Evolved,Paldea Evolved 140,Hydreigon,140,2,1,0
Paldea Evolved,Paldea Evolved 141,Maschiff,141,2,0,0
Paldea Evolved,Paldea Evolved 142,Maschiff,142,2,0,0
Paldea Evolved,Paldea Evolved 143,Mabosstiff,143,2,1,0
Paldea Evolved,Paldea Evolved 144,Shroodle,144,2,1,0
Paldea Evolved,Paldea Evolved 145,Shroodle,145,2,0,0
Paldea Evolved,Paldea Evolved 146,Grafaiai,146,2,1,0
Paldea Evolved,Paldea Evolved 147,Bombirdier,147,2,2,0
Paldea Evolved,Paldea Evolved 148,Corviknight,148,2,1,0
Paldea Evolved,Paldea Evolved 149,Cufant,149,2,0,0
Paldea Evolved,Paldea Evolved 150,Copperajah ex,150,1,0,0
Paldea Evolved,Paldea Evolved 151,Orthworm,151,1,0,0
Paldea Evolved,Paldea Evolved 152,Noibat,152,2,2,0
Paldea Evolved,Paldea Evolved 154,Girafarig,154,2,2,0
Paldea Evolved,Paldea Evolved 155,Farigiraf,155,2,2,0
Paldea Evolved,Paldea Evolved 156,Dunsparce,156,2,1,0
Paldea Evolved,Paldea Evolved 157,Dudunsparce,157,2,1,0
Paldea Evolved,Paldea Evolved 158,Wingull,158,2,1,0
Paldea Evolved,Paldea Evolved 159,Pelipper,159,2,0,0
Paldea Evolved,Paldea Evolved 160,Slakoth,160,2,2,0
Paldea Evolved,Paldea Evolved 161,Vigoroth,161,2,0,0
Paldea Evolved,Paldea Evolved 162,Slaking,162,2,1,0
Paldea Evolved,Paldea Evolved 163,Fletchling,163,2,1,0
Paldea Evolved,Paldea Evolved 164,Rookidee,164,2,2,0
Paldea Evolved,Paldea Evolved 165,Corvisquire,165,2,0,0
Paldea Evolved,Paldea Evolved 166,Tandemaus,166,2,0,0
Paldea Evolved,Paldea Evolved 167,Tandemaus,167,2,1,0
Paldea Evolved,Paldea Evolved 168,Maushold,168,2,1,0
Paldea Evolved,Paldea Evolved 169,Squawkabilly ex,169,2,0,0
Paldea Evolved,Paldea Evolved 170,Flamigo,170,2,0,0
Paldea Evolved,Paldea Evolved 171,Artazon,171,2,2,0
Paldea Evolved,Paldea Evolved 172,Boss�s Orders (Ghetsis),172,2,0,0
Paldea Evolved,Paldea Evolved 173,Bravery Charm,173,2,2,0
Paldea Evolved,Paldea Evolved 174,Calamitous Snowy Mountain,174,2,0,0
Paldea Evolved,Paldea Evolved 175,Calamitous Wasteland,175,2,1,0
Paldea Evolved,Paldea Evolved 176,Choice Belt,176,2,0,0
Paldea Evolved,Paldea Evolved 177,Clavell,177,2,1,0
Paldea Evolved,Paldea Evolved 178,Delivery Drone,178,2,2,0
Paldea Evolved,Paldea Evolved 179,Dendra,179,2,2,0
Paldea Evolved,Paldea Evolved 180,Falkner,180,2,2,0
Paldea Evolved,Paldea Evolved 181,Fighting Au Lait,181,2,2,0
Paldea Evolved,Paldea Evolved 182,Giacomo,182,2,0,0
Paldea Evolved,Paldea Evolved 183,Great Ball,183,2,0,0
Paldea Evolved,Paldea Evolved 184,Grusha,184,2,2,0
Paldea Evolved,Paldea Evolved 185,Iono,185,4,4,0
Paldea Evolved,Paldea Evolved 186,Practice Studio,186,2,1,0
Paldea Evolved,Paldea Evolved 187,Saguaro,187,2,2,0
Paldea Evolved,Paldea Evolved 188,Super Rod,188,2,2,0
Paldea Evolved,Paldea Evolved 189,Superior Energy Retrieval,189,2,2,0
Paldea Evolved,Paldea Evolved 190,Jet Energy,190,1,3,0
Paldea Evolved,Paldea Evolved 191,Luminous Energy,191,2,2,0
Paldea Evolved,Paldea Evolved 192,Reversal Energy,192,3,1,0
Paldea Evolved,Paldea Evolved 193,Therapeutic Energy,193,2,1,0
Paldea Evolved,Paldea Evolved 205,Eiscue,205,1,0,0
Paldea Evolved,Paldea Evolved 207,Quaxwell,207,1,0,0
Paldea Evolved,Paldea Evolved 211,Raichu,211,1,0,0
Paldea Evolved,Paldea Evolved 215,Rabsca,215,1,0,0
Paldea Evolved,Paldea Evolved 221,Paldean Wooper,221,1,0,0
Paldea Evolved,Paldea Evolved 226,Maushold,226,1,0,0
Paldea Evolved,Paldea Evolved 227,Flamigo,227,1,0,0
Paldea Evolved,Paldea Evolved 228,Farigiraf,228,1,0,0
Paldea Evolved,Paldea Evolved 236,Chien-Pao ex,236,1,0,0
Paldea Evolved,Paldea Evolved 242,Annihilape ex,242,1,0,0
Paldea Evolved,Paldea Evolved 247,Squawkabilly ex,247,1,0,0
Paldea Evolved,Paldea Evolved 252,Giacomo,252,1,0,0
Paldea Evolved,Paldea Evolved 255,Saguaro,255,1,0,0
Paldea Evolved,Paldea Evolved 257,Wo-Chien ex,257,1,0,0
Paldea Evolved,Paldea Evolved 258,Skeledirge ex,258,2,0,0
Paldea Evolved,Paldea Evolved 263,Ting-Lu ex,263,1,0,0
Paldea Evolved,Paldea Evolved 273,Quaquaval ex,273,1,0,0
Paldea Evolved,Paldea Evolved 276,Super Rod,276,1,0,0
Obsidian Flames,Obsidian Flames 1,Oddish,1,2,1,0
Obsidian Flames,Obsidian Flames 2,Gloom,2,2,1,0
Obsidian Flames,Obsidian Flames 3,Bellossom,3,2,0,0
Obsidian Flames,Obsidian Flames 4,Scyther,4,2,2,0
Obsidian Flames,Obsidian Flames 5,Shuckle,5,1,1,0
Obsidian Flames,Obsidian Flames 6,Surskit,6,2,0,0
Obsidian Flames,Obsidian Flames 7,Masquerain,7,2,0,0
Obsidian Flames,Obsidian Flames 8,Combee,8,2,0,0
Obsidian Flames,Obsidian Flames 9,Foongus,9,2,1,0
Obsidian Flames,Obsidian Flames 10,Amoonguss,10,2,0,0
Obsidian Flames,Obsidian Flames 11,Phantump,11,2,1,0
Obsidian Flames,Obsidian Flames 12,Trevenant,12,2,0,0
Obsidian Flames,Obsidian Flames 13,Rowlet,13,2,2,0
Obsidian Flames,Obsidian Flames 14,Dartrix,14,2,0,0
Obsidian Flames,Obsidian Flames 16,Bounsweet,16,2,2,0
Obsidian Flames,Obsidian Flames 17,Steenee,17,2,2,0
Obsidian Flames,Obsidian Flames 18,Tsareena,18,1,0,0
Obsidian Flames,Obsidian Flames 19,Smoliv,19,2,2,0
Obsidian Flames,Obsidian Flames 20,Dolliv,20,2,0,0
Obsidian Flames,Obsidian Flames 21,Arboliva,21,2,0,0
Obsidian Flames,Obsidian Flames 23,Capsakid,23,2,0,0
Obsidian Flames,Obsidian Flames 24,Capsakid,24,2,0,0
Obsidian Flames,Obsidian Flames 25,Scovillain,25,2,0,0
Obsidian Flames,Obsidian Flames 26,Charmander,26,2,1,0
Obsidian Flames,Obsidian Flames 27,Charmeleon,27,2,1,0
Obsidian Flames,Obsidian Flames 28,Vulpix,28,2,2,0
Obsidian Flames,Obsidian Flames 29,Ninetales,29,2,1,0
Obsidian Flames,Obsidian Flames 30,Entei,30,2,0,0
Obsidian Flames,Obsidian Flames 31,Numel,31,2,1,0
Obsidian Flames,Obsidian Flames 32,Camerupt,32,2,2,0
Obsidian Flames,Obsidian Flames 34,Darumaka,34,2,1,0
Obsidian Flames,Obsidian Flames 35,Darmanitan,35,2,2,0
Obsidian Flames,Obsidian Flames 36,Litwick,36,2,0,0
Obsidian Flames,Obsidian Flames 37,Lampent,37,2,0,0
Obsidian Flames,Obsidian Flames 38,Chandelure,38,1,1,0
